987;986;838;
209;94;57;
269;144;96;
279;140;99;
385;262;171;
285;142;101;
260;118;87;
249;136;80;
375;228;163;
290;163;113;
313;153;118;
296;139;95;
327;172;112;
401;286;187;
313;163;118;
211;95;52;
366;350;190;
241;103;62;
274;148;93;
263;135;95;
326;211;134;
287;144;103;
310;151;117;
307;150;107;
359;208;139;
243;116;76;
338;214;145;
334;186;125;
322;204;130;
392;240;175;
199;78;42;
233;119;77;
615;396;312;
326;194;132;
264;138;89;
261;140;87;
397;217;167;
437;244;189;
234;106;66;
282;163;99;
478;360;240;
272;147;90;
473;314;230;
232;131;80;
189;71;45;
360;269;170;
252;143;86;
299;165;111;
208;83;58;
426;288;196;
286;127;97;
326;200;136;
390;226;163;
252;113;78;
215;95;58;
233;113;69;
320;146;122;
351;229;145;
250;147;87;
371;242;161;
229;116;66;
285;137;98;
415;275;192;
464;270;214;
346;206;137;
466;324;220;
247;143;82;
303;144;104;
236;105;66;
345;206;139;
272;131;96;
479;324;244;
346;255;148;
402;243;179;
358;239;162;
276;185;107;
268;126;91;
210;91;57;
352;198;132;
609;493;339;
295;135;91;
299;169;106;
216;94;61;
216;107;67;
331;198;135;
402;221;173;
339;207;144;
321;206;129;
269;144;95;
419;274;193;
367;263;168;
