1;1;0;
968;905;0;
970;969;909;
216;109;37;
2;30;236;
962;0;0;
962;0;1;
1;1;0;
0;0;0;
1;1;0;
266;164;76;
968;950;1;
968;968;795;
1;1;1;
975;974;968;
0;1;1;
1;408;1;
2;477;2;
1;0;0;
969;957;2;
1;0;0;
2;44;255;
1;399;0;
2;34;228;
1;0;0;
2;464;1;
2;45;240;
0;0;1;
151;49;13;
970;957;2;
0;424;0;
1;0;1;
242;124;57;
2;54;267;
970;970;903;
197;85;29;
969;969;826;
592;430;295;
963;1;0;
167;76;21;
969;970;886;
969;959;2;
969;969;888;
963;0;0;
968;969;811;
254;137;70;
215;102;45;
370;323;164;
217;128;45;
1;1;0;
969;969;872;
962;0;1;
969;968;832;
967;968;783;
970;970;902;
5;42;241;
962;1;1;
971;969;915;
259;169;79;
0;1;0;
0;0;1;
969;969;850;
969;969;851;
2;41;247;
961;1;1;
2;37;239;
967;968;799;
971;961;3;
322;194;112;
217;86;41;
1;32;224;
416;252;178;
1;418;1;
275;213;97;
327;190;117;
970;959;2;
968;954;2;
962;0;1;
1;413;1;
969;956;1;
2;42;224;
